"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","avg_wrk_hr"
"3976",3976,43,"No","Non-Travel","Human Resources",8,5,"Medical",1,"Female",3,"Sales Executive","Single",22580,4,"Y",18,8,0,7,2,3,1,2,3,3,1,3,2,7.35
"3977",3977,41,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",3,"Research Scientist","Single",35970,3,"Y",13,8,1,11,2,3,1,2,1,3,2,2,1,7.82
"3978",3978,41,"No","Travel_Rarely","Research & Development",1,1,"Technical Degree",1,"Male",3,"Laboratory Technician","Divorced",25150,0,"Y",18,8,0,23,2,22,13,5,2,3,3,3,4,10.28
"3979",3979,30,"No","Travel_Rarely","Sales",26,3,"Marketing",1,"Female",2,"Manager","Single",44200,9,"Y",11,8,0,9,3,7,0,2,3,3,1,3,3,7.09
"3980",3980,26,"Yes","Travel_Rarely","Human Resources",2,1,"Technical Degree",1,"Female",3,"Sales Executive","Married",65780,0,"Y",15,8,2,6,3,5,1,4,2,3,4,2,3,8.71
"3981",3981,46,"Yes","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",1,"Sales Executive","Married",44220,4,"Y",11,8,1,13,2,9,3,7,3,3,4,2,4,7.98
"3982",3982,40,"No","Travel_Rarely","Sales",27,2,"Medical",1,"Female",3,"Sales Executive","Divorced",102740,4,"Y",18,8,0,12,3,5,0,3,3,3,3,4,3,6.62
"3983",3983,34,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",53430,1,"Y",14,8,0,10,5,10,4,8,2,3,2,3,3,7.4
"3984",3984,58,"No","Non-Travel","Research & Development",2,4,"Medical",1,"Male",1,"Laboratory Technician","Divorced",23760,4,"Y",12,8,1,37,3,16,14,14,3,3,2,2,2,6.58
"3985",3985,35,"No","Travel_Rarely","Research & Development",8,1,"Technical Degree",1,"Female",3,"Manufacturing Director","Married",53460,0,"Y",14,8,0,6,3,5,0,3,2,3,2,3,4,7.4
"3986",3986,47,"No","Travel_Rarely","Research & Development",19,5,"Medical",1,"Female",2,"Research Scientist","Divorced",28270,8,"Y",14,8,1,28,3,22,14,10,3,3,3,2,3,10.69
"3987",3987,40,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Manager","Divorced",199430,2,"Y",13,8,1,15,3,7,7,7,3,3,2,1,3,7.24
"3988",3988,54,"No","Travel_Rarely","Sales",27,4,"Medical",1,"Male",1,"Research Scientist","Married",31310,4,"Y",14,8,0,14,3,7,1,7,2,3,4,4,2,7.06
"3989",3989,31,"No","Travel_Frequently","Sales",8,4,"Other",1,"Female",3,"Manufacturing Director","Married",25520,2,"Y",18,8,0,9,2,3,2,2,3,3,1,1,3,7.49
"3990",3990,28,"No","Travel_Rarely","Sales",1,2,"Life Sciences",1,"Male",3,"Manager","Married",44770,1,"Y",15,8,0,3,6,3,1,2,3,3,3,1,3,7.59
"3991",3991,38,"No","Travel_Rarely","Research & Development",19,3,"Medical",1,"Female",2,"Manufacturing Director","Married",64740,2,"Y",13,8,2,20,3,4,0,3,1,3,2,4,2,9.49
"3992",3992,26,"No","Travel_Rarely","Sales",8,3,"Marketing",1,"Female",1,"Healthcare Representative","Single",30330,1,"Y",12,8,0,5,2,5,1,2,2,3,3,4,3,6.13
"3993",3993,58,"No","Travel_Frequently","Research & Development",10,4,"Technical Degree",1,"Female",1,"Sales Representative","Married",29360,2,"Y",13,8,1,23,3,2,2,2,3,3,1,3,3,9.6
"3994",3994,18,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",3,"Sales Representative","Single",186060,1,"Y",24,8,2,0,4,0,0,0,3,4,2,3,1,7.61
"3995",3995,31,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",21680,0,"Y",14,8,1,2,2,1,0,0,3,3,4,1,3,6.05
"3996",3996,29,"Yes","Travel_Rarely","Research & Development",8,2,"Medical",1,"Male",1,"Manager","Divorced",28530,4,"Y",14,8,1,4,5,2,2,0,2,3,1,1,3,8.72
"3998",3998,36,"No","Travel_Rarely","Sales",2,3,"Technical Degree",1,"Female",5,"Laboratory Technician","Married",22900,4,"Y",11,8,0,15,5,1,0,0,3,3,4,2,3,10.67
"3999",3999,43,"No","Travel_Frequently","Sales",8,3,"Medical",1,"Male",1,"Research Director","Married",36000,1,"Y",23,8,0,7,2,7,7,7,3,4,1,4,3,6.98
"4000",4000,27,"No","Travel_Frequently","Sales",8,4,"Life Sciences",1,"Male",5,"Research Scientist","Single",21070,0,"Y",13,8,0,6,2,5,0,2,3,3,4,4,2,10.22
"4001",4001,29,"No","Travel_Frequently","Research & Development",6,2,"Medical",1,"Male",1,"Human Resources","Married",41150,1,"Y",11,8,0,11,1,11,3,10,3,3,4,4,4,7.71
"4002",4002,32,"No","Travel_Frequently","Sales",9,4,"Life Sciences",1,"Male",4,"Sales Executive","Single",43270,8,"Y",13,8,0,4,4,0,0,0,3,3,4,4,4,7.61
"4003",4003,42,"No","Non-Travel","Research & Development",11,3,"Medical",1,"Male",1,"Manager","Married",178560,3,"Y",18,8,0,10,2,6,3,3,3,3,3,3,2,6.49
"4004",4004,47,"No","Travel_Rarely","Sales",2,2,"Life Sciences",1,"Female",5,"Manager","Single",31960,4,"Y",14,8,1,7,3,2,2,0,2,3,2,3,3,6.1
"4005",4005,46,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences",1,"Female",1,"Laboratory Technician","Divorced",190810,3,"Y",21,8,0,12,2,9,4,7,3,4,4,4,2,7.18
"4006",4006,28,"No","Non-Travel","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",89660,1,"Y",16,8,1,3,3,3,2,2,2,3,3,4,3,7.7
"4007",4007,29,"No","Travel_Rarely","Research & Development",16,3,"Medical",1,"Female",1,"Manufacturing Director","Divorced",22100,8,"Y",11,8,1,11,4,7,1,6,3,3,4,3,3,8.03
"4008",4008,42,"No","Travel_Rarely","Sales",2,4,"Medical",1,"Female",2,"Research Director","Single",45390,4,"Y",17,8,1,8,5,0,0,0,3,3,4,3,3,6.61
"4009",4009,32,"Yes","Travel_Rarely","Research & Development",1,1,"Medical",1,"Male",2,"Laboratory Technician","Single",27410,7,"Y",11,8,0,7,3,2,2,2,3,3,3,2,2,10.38
"4010",4010,46,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Divorced",34910,2,"Y",14,8,0,25,0,19,2,8,3,3,1,1,3,7.93
"4011",4011,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Female",5,"Research Scientist","Married",45410,1,"Y",14,8,2,9,4,9,5,8,4,3,2,3,3,7.06
"4012",4012,29,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Male",3,"Sales Executive","Married",26780,1,"Y",25,8,1,1,3,1,0,0,3,4,4,2,3,8.01
"4013",4013,43,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",73790,7,"Y",13,8,2,21,3,16,6,14,2,3,1,3,3,6.28
"4014",4014,48,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",2,"Manager","Married",62720,4,"Y",14,8,0,29,3,22,12,9,2,3,4,2,3,6.11
"4015",4015,29,"Yes","Travel_Frequently","Research & Development",13,2,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",52200,1,"Y",17,8,0,1,3,1,1,0,2,3,4,4,2,8.6
"4016",4016,46,"Yes","Travel_Rarely","Research & Development",4,4,"Medical",1,"Female",2,"Sales Representative","Married",27430,5,"Y",25,8,1,14,1,8,0,7,4,4,3,2,3,7.9
"4017",4017,27,"No","Travel_Frequently","Research & Development",16,4,"Medical",1,"Male",3,"Healthcare Representative","Married",49980,0,"Y",20,8,2,8,3,7,7,3,3,4,4,1,2,7.69
"4018",4018,39,"No","Travel_Rarely","Research & Development",2,3,"Technical Degree",1,"Male",3,"Healthcare Representative","Divorced",102520,8,"Y",13,8,1,7,3,2,2,2,3,3,4,4,3,6.49
"4019",4019,55,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Human Resources","Married",27810,8,"Y",13,8,1,19,2,5,0,4,3,3,2,4,4,6.18
"4020",4020,28,"No","Travel_Rarely","Research & Development",29,2,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",68520,1,"Y",18,8,1,1,2,1,0,0,4,3,2,2,3,6.95
"4021",4021,30,"Yes","Travel_Rarely","Sales",12,4,"Life Sciences",1,"Female",2,"Sales Executive","Single",49500,1,"Y",12,8,2,1,3,1,0,0,3,3,2,4,2,7.72
"4022",4022,22,"Yes","Travel_Rarely","Research & Development",16,2,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",35790,1,"Y",19,8,3,1,3,1,0,0,3,3,4,2,3,10.51
"4023",4023,36,"No","Travel_Rarely","Research & Development",11,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",131910,1,"Y",14,8,1,10,2,10,1,7,2,3,2,3,3,9.49
"4024",4024,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",5,"Manager","Divorced",103770,1,"Y",14,8,0,10,2,10,0,2,3,3,2,3,3,7.53
"4025",4025,34,"No","Travel_Rarely","Sales",14,2,"Technical Degree",1,"Female",1,"Sales Executive","Married",22350,2,"Y",14,8,1,9,2,5,1,0,3,3,3,4,3,8.07
"4026",4026,29,"No","Travel_Rarely","Research & Development",5,5,"Life Sciences",1,"Female",1,"Sales Executive","Single",105020,3,"Y",12,8,0,11,4,3,1,2,2,3,4,1,3,7.12
"4027",4027,37,"No","Travel_Rarely","Research & Development",7,2,"Medical",1,"Male",1,"Manufacturing Director","Married",20110,5,"Y",13,8,0,16,4,5,0,4,4,3,4,1,3,8.72
"4028",4028,35,"No","Travel_Rarely","Sales",2,1,"Technical Degree",1,"Male",2,"Laboratory Technician","Married",18590,0,"Y",25,8,1,4,2,3,0,2,2,4,4,2,3,10.51
"4029",4029,45,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Female",2,"Sales Executive","Married",37600,0,"Y",14,8,1,10,2,9,3,8,2,3,2,4,2,7.11
"4030",4030,36,"No","Travel_Frequently","Research & Development",5,3,"Medical",1,"Female",4,"Manufacturing Director","Single",177790,1,"Y",17,8,1,10,5,10,0,8,1,3,2,4,2,6.49
"4032",4032,26,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences",1,"Male",2,"Human Resources","Married",68120,1,"Y",13,8,0,1,2,1,1,0,2,3,2,3,2,9.31
"4033",4033,27,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree",1,"Male",2,"Manufacturing Director","Single",51710,0,"Y",20,8,1,9,1,8,0,7,2,4,1,3,2,7.55
"4034",4034,48,"No","Travel_Frequently","Research & Development",2,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",197400,3,"Y",14,8,0,24,2,22,4,7,4,3,4,4,3,7.2
"4035",4035,44,"No","Travel_Rarely","Sales",1,2,"Medical",1,"Male",4,"Manager","Married",187110,2,"Y",12,8,1,10,0,2,2,2,3,3,2,1,3,7.08
"4036",4036,34,"Yes","Non-Travel","Research & Development",27,2,"Life Sciences",1,"Female",1,"Sales Representative","Married",36920,1,"Y",12,8,1,5,5,5,3,0,3,3,4,1,3,10.2
"4037",4037,56,"Yes","Travel_Rarely","Human Resources",1,2,"Medical",1,"Female",5,"Sales Executive","Single",25590,1,"Y",21,8,0,5,3,4,1,0,3,4,1,4,3,6.89
"4038",4038,36,"No","Travel_Rarely","Research & Development",13,3,"Technical Degree",1,"Female",3,"Healthcare Representative","Married",25170,2,"Y",14,8,0,12,3,4,1,3,3,3,3,2,1,7.32
"4039",4039,41,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Female",1,"Sales Executive","Married",66230,5,"Y",18,8,0,14,3,5,1,4,3,3,3,2,3,6.41
"4040",4040,42,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",1,"Female",2,"Sales Executive","Married",182650,9,"Y",12,8,1,18,4,13,5,7,3,3,3,1,4,7.42
"4041",4041,31,"No","Travel_Rarely","Sales",9,4,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",161240,2,"Y",23,8,1,8,2,5,1,4,2,4,3,4,3,8.31
"4042",4042,34,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",1,"Female",3,"Laboratory Technician","Married",25850,3,"Y",12,8,0,9,5,4,0,1,3,3,4,4,2,9.2
"4043",4043,31,"No","Travel_Rarely","Sales",25,2,"Life Sciences",1,"Female",3,"Manufacturing Director","Divorced",182130,8,"Y",21,8,2,4,3,2,2,2,4,4,1,3,2,6.83
"4044",4044,26,"No","Travel_Frequently","Sales",16,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",83800,0,"Y",14,8,0,8,3,7,7,7,4,3,3,4,3,6.1
"4045",4045,45,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",1,"Female",2,"Manager","Single",29940,4,"Y",18,8,1,12,2,4,0,3,3,3,2,3,3,7.83
"4046",4046,33,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Female",5,"Sales Executive","Single",12230,1,"Y",13,8,1,10,3,10,0,9,3,3,2,3,2,6.41
"4047",4047,28,"No","Travel_Frequently","Sales",8,3,"Life Sciences",1,"Male",4,"Research Scientist","Married",11180,1,"Y",11,8,0,7,3,7,0,7,3,3,3,4,3,10.56
"4048",4048,29,"Yes","Travel_Frequently","Human Resources",2,4,"Human Resources",1,"Male",2,"Sales Executive","Single",28750,1,"Y",11,8,0,1,3,1,0,0,3,3,3,1,3,6.8
"4049",4049,39,"No","Non-Travel","Research & Development",8,5,"Medical",1,"Female",2,"Sales Representative","Married",188240,6,"Y",19,8,1,10,4,3,1,2,3,3,1,3,3,6.3
"4050",4050,27,"No","Travel_Rarely","Sales",3,2,"Technical Degree",1,"Male",2,"Healthcare Representative","Married",135770,1,"Y",12,8,1,6,2,5,1,2,3,3,2,2,2,7.26
"4051",4051,34,"No","Travel_Frequently","Research & Development",9,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",26250,1,"Y",12,8,3,16,4,15,6,11,3,3,3,4,3,8.86
"4052",4052,28,"Yes","Travel_Rarely","Research & Development",25,3,"Technical Degree",1,"Male",1,"Research Director","Single",187890,3,"Y",16,8,1,6,4,2,2,2,3,3,4,3,3,9.37
"4053",4053,47,"No","Non-Travel","Research & Development",1,4,"Medical",1,"Male",1,"Research Scientist","Married",45380,8,"Y",11,8,0,16,3,8,1,7,3,3,3,2,4,5.99
"4054",4054,56,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree",1,"Female",2,"Sales Executive","Married",198470,4,"Y",14,8,0,6,6,0,0,0,3,3,4,1,3,7.9
"4055",4055,39,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",1,"Laboratory Technician","Married",105120,1,"Y",12,8,1,10,2,10,7,9,3,3,1,1,3,7.02
"4056",4056,38,"No","Travel_Frequently","Research & Development",4,2,"Medical",1,"Female",1,"Manager","Divorced",44440,1,"Y",13,8,0,20,2,20,0,7,3,3,4,2,3,10.78
"4057",4057,58,"No","Travel_Rarely","Sales",5,3,"Marketing",1,"Male",5,"Sales Representative","Married",21540,4,"Y",21,8,1,29,3,1,0,0,3,4,4,4,2,9.92
"4058",4058,32,"Yes","Travel_Frequently","Research & Development",9,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",191900,3,"Y",17,8,1,8,2,4,0,3,3,3,1,3,3,10.21
"4059",4059,38,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Female",1,"Sales Representative","Divorced",44900,2,"Y",21,8,1,10,1,5,0,3,3,4,2,4,4,7.61
"4060",4060,49,"No","Travel_Frequently","Sales",11,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",35060,3,"Y",11,8,1,28,4,5,4,3,2,3,2,4,3,6.31
"4061",4061,42,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",23720,3,"Y",12,8,1,14,3,0,0,0,3,3,2,4,3,8.69
"4062",4062,27,"Yes","Travel_Frequently","Sales",8,1,"Life Sciences",1,"Male",4,"Laboratory Technician","Married",102310,1,"Y",13,8,1,1,2,1,0,0,3,3,1,2,3,6.5
"4063",4063,35,"No","Travel_Rarely","Research & Development",25,1,"Medical",1,"Male",1,"Sales Executive","Married",54100,0,"Y",18,8,0,6,4,5,0,4,3,3,2,1,1,6.55
"4064",4064,28,"No","Non-Travel","Research & Development",21,1,"Medical",1,"Male",3,"Research Scientist","Single",79780,1,"Y",16,8,2,5,2,5,1,4,3,3,3,3,2,6.71
"4065",4065,31,"No","Non-Travel","Sales",23,1,"Medical",1,"Male",1,"Sales Executive","Divorced",38670,1,"Y",11,8,1,4,4,4,2,3,4,3,3,1,4,9.77
"4066",4066,36,"No","Non-Travel","Research & Development",1,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",28380,1,"Y",19,8,2,5,5,5,0,2,1,3,1,2,3,7.11
"4067",4067,34,"No","Travel_Rarely","Sales",2,3,"Marketing",1,"Male",4,"Healthcare Representative","Single",46950,1,"Y",16,8,1,14,2,14,2,1,3,3,1,4,2,5.99
"4068",4068,34,"No","Travel_Rarely","Research & Development",19,3,"Technical Degree",1,"Female",1,"Research Director","Divorced",33390,1,"Y",16,8,0,9,2,8,1,1,2,3,4,3,2,6.79
"4069",4069,26,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",2,"Research Scientist","Single",20800,0,"Y",13,8,0,8,6,7,7,6,4,3,3,1,2,6.79
"4070",4070,29,"No","Travel_Rarely","Research & Development",2,4,"Other",1,"Male",2,"Laboratory Technician","Married",20960,0,"Y",22,8,0,6,2,5,0,2,4,4,1,1,2,7.71
"4071",4071,32,"No","Non-Travel","Research & Development",3,1,"Life Sciences",1,"Male",3,"Manager","Divorced",62090,5,"Y",17,8,1,9,5,5,1,2,4,3,3,4,3,6.6
"4072",4072,31,"No","Travel_Frequently","Research & Development",25,5,"Technical Degree",1,"Female",2,"Human Resources","Married",180610,1,"Y",14,8,1,10,2,10,8,7,3,3,4,1,3,6.93
"4073",4073,28,"Yes","Travel_Rarely","Sales",7,5,"Life Sciences",1,"Female",2,"Sales Representative","Divorced",171230,5,"Y",15,8,1,6,2,4,0,3,2,3,3,4,2,6.29
"4074",4074,38,"No","Travel_Rarely","Research & Development",9,2,"Technical Degree",1,"Male",3,"Sales Representative","Single",23720,4,"Y",12,8,0,20,3,1,0,0,2,3,1,1,2,7.24
"4075",4075,35,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Male",2,"Sales Representative","Married",48830,1,"Y",18,8,1,10,1,10,0,9,1,3,3,4,3,8.81
"4076",4076,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Female",1,"Manager","Single",39040,1,"Y",15,8,0,7,2,7,0,7,3,3,4,4,3,7.89
"4077",4077,32,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Female",2,"Research Scientist","Single",46270,8,"Y",17,8,1,8,2,1,0,0,2,3,4,4,3,7.32
"4078",4078,31,"Yes","Travel_Frequently","Research & Development",2,1,"Other",1,"Male",3,"Sales Executive","Married",70940,1,"Y",14,8,1,10,2,10,0,8,3,3,1,4,3,10.32
"4079",4079,53,"Yes","Travel_Rarely","Research & Development",18,3,"Medical",1,"Male",1,"Research Scientist","Single",34230,6,"Y",15,8,1,15,4,2,2,2,3,3,1,1,2,10.81
"4080",4080,54,"No","Travel_Rarely","Research & Development",14,3,"Other",1,"Male",3,"Research Scientist","Married",66740,3,"Y",17,8,1,9,2,4,2,3,3,3,1,3,2,7.86
"4081",4081,33,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Female",4,"Sales Executive","Divorced",168800,1,"Y",14,8,3,9,2,9,2,8,3,3,4,3,3,7.89
"4082",4082,43,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Research Scientist","Married",90940,1,"Y",12,8,1,10,0,10,0,9,3,3,1,3,3,7.52
"4083",4083,38,"No","Travel_Frequently","Research & Development",2,5,"Medical",1,"Female",4,"Sales Executive","Married",84460,0,"Y",14,8,0,7,3,6,1,2,2,3,4,2,3,8
"4084",4084,55,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Male",2,"Laboratory Technician","Married",119160,4,"Y",15,8,1,35,3,10,1,4,2,3,3,2,3,8.18
"4085",4085,31,"No","Travel_Rarely","Sales",6,3,"Other",1,"Male",1,"Manufacturing Director","Divorced",45340,1,"Y",13,8,0,1,2,1,0,0,3,3,4,4,3,10.81
"4086",4086,39,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",2,"Sales Executive","Single",98520,0,"Y",12,8,1,21,5,20,11,10,2,3,2,1,3,6.09
"4087",4087,42,"No","Non-Travel","Research & Development",10,4,"Life Sciences",1,"Female",2,"Research Scientist","Single",61510,1,"Y",13,8,1,20,3,20,3,7,3,3,4,3,3,6.6
"4088",4088,31,"No","Non-Travel","Research & Development",14,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",23020,4,"Y",14,8,0,13,3,11,4,8,3,3,3,3,4,6.1
"4089",4089,54,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Human Resources","Single",23620,6,"Y",13,8,1,9,2,5,1,4,4,3,3,1,3,10.5
"4090",4090,24,"No","Travel_Rarely","Research & Development",5,4,"Other",1,"Male",1,"Manufacturing Director","Single",178610,1,"Y",11,8,2,4,5,4,1,2,1,3,2,3,2,6.87
"4091",4091,23,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",191870,1,"Y",11,8,1,5,2,5,1,4,3,3,4,4,4,7.03
"4092",4092,40,"No","Travel_Frequently","Research & Development",21,3,"Medical",1,"Female",3,"Research Scientist","Married",197170,1,"Y",21,8,0,10,1,10,9,4,2,4,4,3,4,7.8
"4093",4093,40,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Female",5,"Research Scientist","Married",35440,3,"Y",18,8,3,15,3,11,5,10,2,3,2,2,3,6.19
"4094",4094,25,"No","Travel_Rarely","Sales",20,5,"Medical",1,"Female",2,"Laboratory Technician","Married",85000,4,"Y",12,8,0,6,2,2,1,2,3,3,3,2,3,6.21
"4095",4095,30,"No","Travel_Rarely","Human Resources",20,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",46610,1,"Y",11,8,0,12,3,12,1,7,2,3,4,2,2,6.12
"4096",4096,25,"No","Travel_Rarely","Research & Development",7,2,"Medical",1,"Male",5,"Sales Executive","Divorced",41030,6,"Y",15,8,1,7,2,2,0,2,3,3,4,3,2,10.2
"4097",4097,47,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",42490,2,"Y",13,8,1,25,2,17,12,11,2,3,1,3,3,7.79
"4098",4098,33,"No","Non-Travel","Research & Development",1,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",140260,1,"Y",12,8,0,1,4,1,0,0,3,3,2,3,2,6.2
"4099",4099,38,"No","Travel_Rarely","Research & Development",19,3,"Life Sciences",1,"Female",2,"Sales Executive","Married",68930,0,"Y",17,8,0,16,3,15,5,8,3,3,4,2,3,7.91
"4100",4100,31,"No","Travel_Rarely","Research & Development",10,4,"Medical",1,"Female",3,"Sales Executive","Married",61250,0,"Y",13,8,1,3,3,2,1,2,3,3,1,3,3,7.23
"4101",4101,38,"No","Travel_Frequently","Research & Development",1,4,"Other",1,"Male",2,"Research Scientist","Married",36690,2,"Y",19,8,0,10,2,8,7,7,3,3,1,3,3,6.49
"4102",4102,42,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",100080,6,"Y",19,8,1,9,3,4,1,2,1,3,4,1,2,9.8
"4103",4103,41,"No","Travel_Rarely","Sales",2,2,"Medical",1,"Male",1,"Healthcare Representative","Married",23870,3,"Y",17,8,1,12,1,5,1,0,1,3,4,4,3,7.67
"4104",4104,47,"No","Non-Travel","Research & Development",21,2,"Medical",1,"Male",1,"Sales Executive","Married",46390,0,"Y",11,8,1,14,2,13,5,12,2,3,3,2,1,7.23
"4105",4105,35,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",78980,7,"Y",15,8,0,5,2,2,2,2,2,3,4,3,3,10.38
"4106",4106,22,"No","Travel_Rarely","Human Resources",12,1,"Human Resources",1,"Male",2,"Sales Executive","Single",25340,0,"Y",11,8,0,4,1,3,1,2,3,3,4,3,4,6.41
"4107",4107,35,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Female",2,"Sales Executive","Single",131420,1,"Y",25,8,2,10,4,10,0,8,3,4,2,3,3,7.99
"4108",4108,33,"No","Travel_Rarely","Sales",3,4,"Medical",1,"Male",3,"Healthcare Representative","Married",16110,0,"Y",14,8,0,10,2,9,8,1,2,3,2,4,3,9.07
"4109",4109,32,"No","Travel_Rarely","Research & Development",3,2,"Technical Degree",1,"Male",3,"Manufacturing Director","Single",53630,1,"Y",13,8,0,6,4,6,4,1,3,3,3,2,3,6.99
"4110",4110,40,"No","Travel_Rarely","Research & Development",1,4,"Medical",1,"Male",2,"Research Director","Married",50710,8,"Y",17,8,1,8,3,1,0,0,2,3,1,4,2,6.22
